,,,,sim to bat,sim to MM bat,diff
OC43/human/USA/911_11/1991,AGT51570,Human,Betacoronavirus_1,0.08772171,0.403083122,0.315361411
D998/15,ANI69889,Camel,Middle_East_respiratory_syndrome_coronavirus,0.108366086,0.410322238,0.301956151
OC43/human/USA/991_19/1999,AGT51511,Human,Betacoronavirus_1,0.089270977,0.404469763,0.315198787
OC43/human/USA/925_1/1992,AGT51521,Human,Betacoronavirus_1,0.088433503,0.403504161,0.315070658
OC43/human/USA/991_5/1999,AGT51620,Human,Betacoronavirus_1,0.089570721,0.404628331,0.31505761
HKU1/human/USA/HKU1_10/2010,AGW27845,Human,Human_coronavirus_HKU1,0.086872587,0.401770067,0.31489748
camel/UAE_B84_2015,ASU90802,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109037328,0.410249602,0.301212274
N3,ABD75553,Human,Human_coronavirus_HKU1,0.086860609,0.401647244,0.314786635
camel/Jeddah/O47_b_/2014,ALA49649,Camel,Middle_East_respiratory_syndrome_coronavirus,0.108927569,0.410233711,0.301306142
camel/UAE_B66_2015,ASU90604,Camel,Middle_East_respiratory_syndrome_coronavirus,0.10916234,0.410213293,0.301050953
N10,ABD75585,Human,Human_coronavirus_HKU1,0.086998483,0.401734864,0.31473638
HKU1,AAT98580,Human,Human_coronavirus_HKU1,0.08698649,0.401699667,0.314713177
Camel/Oman_1_2015,AQZ41296,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109192982,0.410197398,0.301004415
BJ01_p3,AMN88686,Human,Human_coronavirus_HKU1,0.086812733,0.401506525,0.314693793
OC43/human/USA/901_54/1990,AGT51690,Human,Betacoronavirus_1,0.088546679,0.40317071,0.314624031
camel/UAE_B27_2015,ASU90197,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109037328,0.41016109,0.301123762
camel/UAE_B59_2015,ASU90527,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109022029,0.41012479,0.301102761
N23,ABD75529,Human,Human_coronavirus_HKU1,0.0872622,0.40187489,0.31461269
camel/UAE_B45_2015,ASU90384,Camel,Middle_East_respiratory_syndrome_coronavirus,0.108896997,0.410072579,0.301175582
HKU1/human/USA/HKU1_13/2010,AGW27863,Human,Human_coronavirus_HKU1,0.087699945,0.402295829,0.314595884
camel/UAE_B90_2015,ASU90857,Camel,Middle_East_respiratory_syndrome_coronavirus,0.108225716,0.410056657,0.301830941
N11,ABD75593,Human,Human_coronavirus_HKU1,0.08701048,0.401594812,0.314584333
Camel/UAE_1B_A_2014,ASU45818,Camel,Middle_East_respiratory_syndrome_coronavirus,0.108991443,0.410052208,0.301060764
OC43/human/USA/007_11/2000,AGT51491,Human,Betacoronavirus_1,0.089995872,0.404576137,0.314580266
N13,ABD75601,Human,Human_coronavirus_HKU1,0.087562052,0.402120575,0.314558523
camel/UAE_B44_2015,ASU90373,Camel,Middle_East_respiratory_syndrome_coronavirus,0.108756666,0.409984068,0.301227402
MERS_CoV_camel/Nigeria/NV1657/2016,AVN89387,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109241341,0.409891179,0.300649839
camel/Jeddah/D42/2014,ALA49462,Camel,Middle_East_respiratory_syndrome_coronavirus,0.107569162,0.409811388,0.302242226
MERS_CoV_camel/Burkina_Faso/CIRAD_HKU697/2015,AVN89365,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109677419,0.409662007,0.299984587
Merscov/Egypt/Camel/AHRI_FAO_1/2018,QGV13484,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109598653,0.409630023,0.30003137
MERS_CoV_camel/Nigeria/NV1405/2016,AVN89376,Camel,Middle_East_respiratory_syndrome_coronavirus,0.108680409,0.409537291,0.300856882
10285/2010,AIV41831,Human,Betacoronavirus_1,0.087087498,0.401627154,0.314539656
camel/Jeddah/D43_b_/2014,ALA49473,Camel,Middle_East_respiratory_syndrome_coronavirus,0.106992418,0.409420931,0.302428514
MERS_CoV_camel/Nigeria/NS004/2015,AVN89354,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109366237,0.409412597,0.300046361
NRCE_HKU270,QDI73610,Camel,Middle_East_respiratory_syndrome_coronavirus,0.108866442,0.409380531,0.300514089
TNP_F1778_2,AWW13511,Chimpanzee,Betacoronavirus_1,0.089607708,0.40935775,0.319750042
MERS_CoV_camel/Ethiopia/AAU_EPHI_HKU4412/2017,AVN89291,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109226024,0.409324133,0.300098109
BJ01_p9,AMN88694,Human,Human_coronavirus_HKU1,0.087651599,0.402067274,0.314415675
MERS_CoV_camel/Ethiopia/AAU_EPHI_HKU4458/2017,AVN89313,Camel,Middle_East_respiratory_syndrome_coronavirus,0.109164798,0.408914043,0.299749245
HKU1/human/USA/HKU1_15/2009,AGW27872,Human,Human_coronavirus_HKU1,0.087286266,0.40168244,0.314396174
D1189.1/15,ANI69922,Camel,Middle_East_respiratory_syndrome_coronavirus,0.107137849,0.408741042,0.301603193
OC43/human/USA/971_5/1997,AGT51800,Human,Betacoronavirus_1,0.089108911,0.403434981,0.31432607
OC43/human/USA/911_38/1991,AGT51770,Human,Betacoronavirus_1,0.08838488,0.40266223,0.31427735
OC43/human/USA/912_10/1991,AGT51481,Human,Betacoronavirus_1,0.088025268,0.402118718,0.31409345
OC43/human/USA/965_6/1996,AGT51790,Human,Betacoronavirus_1,0.089521452,0.403434981,0.313913529
OC43/human/USA/982_4/1998,AGT51501,Human,Betacoronavirus_1,0.090196618,0.404100587,0.313903969
OC43/human/USA/913_29/1991,AGT51600,Human,Betacoronavirus_1,0.088849217,0.40264402,0.313794803
OC43/human/USA/911_66/1991,AGT51700,Human,Betacoronavirus_1,0.088724076,0.402504159,0.313780083
OC43/human/USA/912_11/1991,AGT51630,Human,Betacoronavirus_1,0.08929798,0.40292495,0.313626969
OC43/human/USA/9612_48/1996,AGT51441,Human,Betacoronavirus_1,0.090083895,0.403470336,0.313386441
OC43/human/USA/951_18/1995,AGT51650,Human,Betacoronavirus_1,0.090071507,0.403434981,0.313363474
3194A/2012,AIV41897,Human,Betacoronavirus_1,0.089570721,0.402578043,0.313007322
YC_55,AXX83351,Human,Betacoronavirus_1,0.092070908,0.404889161,0.312818253
HCoV_OC43/UK/London/2011,AMK59677,Human,Betacoronavirus_1,0.089541943,0.402246402,0.31270446
HCoV_OC43/USA/ACRI_0052/2016,AVQ05264,Human,Betacoronavirus_1,0.091121817,0.403648803,0.312526986
87309_Belgium_2003,AAX85669,Human,Betacoronavirus_1,0.090621996,0.403066141,0.312444145
1783A/10,AJC98135,Human,Betacoronavirus_1,0.090909091,0.403348821,0.31243973
2007_09,ATP16767,Human,Betacoronavirus_1,0.091209245,0.403594915,0.31238567
2058A/10,AJC98127,Human,Betacoronavirus_1,0.090247253,0.402505256,0.312258003
1908A/2010,AIV41777,Human,Betacoronavirus_1,0.090609555,0.402802102,0.312192546
3074A/2012,AIV41837,Human,Betacoronavirus_1,0.091234347,0.403402613,0.312168266
1926/2006,AIV41795,Human,Betacoronavirus_1,0.090034364,0.402155815,0.31212145
BJ_112,AXX83297,Human,Betacoronavirus_1,0.091946124,0.403960743,0.312014619
BJ_164,AXX83309,Human,Betacoronavirus_1,0.092371134,0.404259048,0.311887914
2145A/2010,AIV41789,Human,Betacoronavirus_1,0.091408935,0.403295066,0.311886131
NL13845,AVV62526,Bat,Middle_East_respiratory_syndrome_coronavirus,0.105754494,0.407250595,0.301496102
MDS16,QBQ01839,Human,Betacoronavirus_1,0.091646057,0.403451901,0.311805845
3184A/2012,AIV41849,Human,Betacoronavirus_1,0.092470459,0.404240407,0.311769948
CC_23,AXX83327,Human,Betacoronavirus_1,0.092633315,0.404398878,0.311765563
YC_72,AXX83369,Human,Betacoronavirus_1,0.092371134,0.403996144,0.31162501
ATCC_VR_759,AAR01015,Human,Betacoronavirus_1,0.090984171,0.402279702,0.311295531
1997A/2010,AIV41783,Human,Betacoronavirus_1,0.09225904,0.403365764,0.311106724
OC43/human/USA/9612_29/1996,AGT51590,Human,Betacoronavirus_1,0.092365042,0.403051828,0.310686786
OC43/human/USA/851_15/1985,AGT51412,Human,Betacoronavirus_1,0.092577263,0.403138149,0.310560886
OC43/human/USA/9712_31/1997,AGT51610,Human,Betacoronavirus_1,0.092753623,0.403244191,0.310490568
HKU16_6847,AFD29201,White_Eye,White_eye_coronavirus_HKU16,0.081098757,0.40686453,0.325765773
OC43/human/USA/9211_43/1992,AGT51780,Human,Betacoronavirus_1,0.093318609,0.403717994,0.310399385
OC43/human/USA/901_43/1990,AGT51422,Human,Betacoronavirus_1,0.09314199,0.403524152,0.310382162
OC43/human/USA/008_5/2000,AGT51730,Human,Betacoronavirus_1,0.093331492,0.403665702,0.31033421
OC43/human/USA/871_25/1987,AGT51660,Human,Betacoronavirus_1,0.09314199,0.403436486,0.310294497
2002_04,ATP16757,Human,Betacoronavirus_1,0.093469557,0.403753398,0.310283841
OC43/human/USA/953_23/1995,AGT51561,Human,Betacoronavirus_1,0.093745685,0.403928791,0.310183105
OC43/human/USA/873_6/1987,AGT51680,Human,Betacoronavirus_1,0.09383193,0.403962479,0.310130549
OC43/human/USA/8912_37/1989,AGT51541,Human,Betacoronavirus_1,0.093154844,0.403208837,0.310053993
UNKNOWN_AY884001,AAX76521,Human,Human_coronavirus_HKU1,0.088272033,0.397804128,0.309532095
N25,ABD75545,Human,Human_coronavirus_HKU1,0.088410826,0.397891963,0.309481137
N5P8,ABC70719,Human,Human_coronavirus_HKU1,0.088941307,0.398261175,0.309319868
N21,ABD75513,Human,Human_coronavirus_HKU1,0.088941307,0.398173356,0.309232049
NL140422,AVV62537,Bat,Middle_East_respiratory_syndrome_coronavirus,0.108509743,0.405794541,0.297284798
N15,ABD75617,Human,Human_coronavirus_HKU1,0.088259784,0.397417882,0.309158098
HKU21_8295,AFD29244,Common_Moorhen,Common_moorhen_coronavirus_HKU21,0.093503627,0.405691057,0.31218743
N16,ABD75625,Human,Human_coronavirus_HKU1,0.088891971,0.397419015,0.308527044
N17,ABD75633,Human,Human_coronavirus_HKU1,0.089471494,0.397840021,0.308368527
Hu/Riyadh_KSA_24241/2016,ATG84877,Human,Middle_East_respiratory_syndrome_coronavirus,0.108301728,0.411301036,0.302999308
Hu/Artawiyah_KSA_13328/2016,ANF29272,Human,Middle_East_respiratory_syndrome_coronavirus,0.10744382,0.410201913,0.302758093
Hu/Riyadh_KSA_9852/2017,AVK87439,Human,Middle_East_respiratory_syndrome_coronavirus,0.10861318,0.41119674,0.30258356
988F,BBC54822,Falcon,Falcon_coronavirus_UAE-HKU27,0.095998735,0.405420005,0.309421271
Hu/Jeddah_KSA_182RS2449/2018,QBF80499,Human,Middle_East_respiratory_syndrome_coronavirus,0.108692599,0.411228194,0.302535595
HKU20_9243,AFD29234,Dabbling_Duck,Wigeon_coronavirus_HKU20,0.086108468,0.405089658,0.31898119
Hu/Riyadh_KSA_7423/2017,AVK87340,Human,Middle_East_respiratory_syndrome_coronavirus,0.108894197,0.411373904,0.302479707
Hu/Riyadh_KSA_5767/2017,AXN92228,Human,Middle_East_respiratory_syndrome_coronavirus,0.108707865,0.411176054,0.302468189
Hu/Riyadh_KSA_10024/2017,ATY74414,Human,Middle_East_respiratory_syndrome_coronavirus,0.108677338,0.411103241,0.302425903
285F,BBC54832,Bustard,Houbara_coronavirus_UAE-HKU28,0.097116603,0.40483057,0.307713966
HKU17_6124,AFD29209,Sparrow,Sparrow_coronavirus_HKU17,0.10212766,0.404772625,0.302644965
271F,BBC54842,Pigeon,Pigeon_coronavirus_UAE-HKU29,0.096845776,0.404759758,0.307913983
Neoromicia/PML_PHE1/RSA/2011,AGY29650,Bat,Middle_East_respiratory_syndrome_coronavirus,0.112575354,0.404726215,0.292150861
HCoV_EMC,AWU59321,Human,Middle_East_respiratory_syndrome_coronavirus,0.108035965,0.410186005,0.30215004
Hu/Riyadh_KSA_24244/2016,ATG84866,Human,Middle_East_respiratory_syndrome_coronavirus,0.108195341,0.410338113,0.302142772
2363,AXG21654,Human,Middle_East_respiratory_syndrome_coronavirus,0.108191654,0.410310922,0.302119268
Hu/Riyadh_KSA_9689/2017,AVK87417,Human,Middle_East_respiratory_syndrome_coronavirus,0.108768971,0.410878809,0.302109838
Hu/Jeddah_KSA_C20860/2015,ALW82753,Human,Middle_East_respiratory_syndrome_coronavirus,0.108536928,0.410571985,0.302035057
Hu/Taif/KSA_7032/2014,AMQ48993,Human,Middle_East_respiratory_syndrome_coronavirus,0.108817748,0.41074907,0.301931322
Hu/Riyadh_KSA_16559/2016,ATG84888,Human,Middle_East_respiratory_syndrome_coronavirus,0.108506457,0.410410765,0.301904308
Hu/Najran_KSA_C20915/2015,ALW82742,Human,Middle_East_respiratory_syndrome_coronavirus,0.109067939,0.410941926,0.301873987
Hu/Tabuk_KSA_153/2018,QBF80554,Human,Middle_East_respiratory_syndrome_coronavirus,0.109285012,0.411123904,0.301838892
Hu/Riyadh_KSA_18014506/2018,QBF80598,Human,Middle_East_respiratory_syndrome_coronavirus,0.108164983,0.41,0.301835017
Hu/Riyadh_KSA_036D1N/2016,AXN73525,Human,Middle_East_respiratory_syndrome_coronavirus,0.108787198,0.410587819,0.30180062
Hu/Riyadh_KSA_11740/2016,ANF29173,Human,Middle_East_respiratory_syndrome_coronavirus,0.109364032,0.411155378,0.301791346
Hu/Riyadh_KSA_9522/2017,AVK87450,Human,Middle_East_respiratory_syndrome_coronavirus,0.108646828,0.410410765,0.301763937
Hu/Riyadh_KSA_16849/2016,ATG84789,Human,Middle_East_respiratory_syndrome_coronavirus,0.109098568,0.410837613,0.301739045
Hu/Riyadh_KSA_023D1N/2015,AYJ71470,Human,Middle_East_respiratory_syndrome_coronavirus,0.109098568,0.410837613,0.301739045
Qatar15,AZU90731,Human,Middle_East_respiratory_syndrome_coronavirus,0.109083251,0.410801239,0.301717988
Hu/Riyadh_KSA_14675/2016,ATG84723,Human,Middle_East_respiratory_syndrome_coronavirus,0.109364032,0.411066844,0.301702812
Hu/Riyadh_KSA_12832/2016,ANF29239,Human,Middle_East_respiratory_syndrome_coronavirus,0.10956595,0.41121247,0.30164652
Indiana/USA_1_Saudi_Arabia_2014,AHZ58501,Human,Middle_East_respiratory_syndrome_coronavirus,0.108896997,0.410515135,0.301618139
Hu/Aseer_KSA_Rs924/2015,AQZ41322,Human,Middle_East_respiratory_syndrome_coronavirus,0.108958158,0.410571985,0.301613827
HCoV_EMC,AFS88936,Human,Middle_East_respiratory_syndrome_coronavirus,0.109067939,0.410676346,0.301608406
Hu/Riyadh_KSA_20570/2016,ATG84833,Human,Middle_East_respiratory_syndrome_coronavirus,0.109067939,0.410676346,0.301608406
Hu/Riyadh_KSA_023D3N/2015,AYJ71481,Human,Middle_East_respiratory_syndrome_coronavirus,0.109067939,0.410676346,0.301608406
Hu/Riyadh_KSA_18012493/2018,QBF80521,Human,Middle_East_respiratory_syndrome_coronavirus,0.109348681,0.410941926,0.301593246
Hu/Riyadh_KSA_3181/2015,ALW82691,Human,Middle_East_respiratory_syndrome_coronavirus,0.109052632,0.410639993,0.301587361
Hu/Riyadh_KSA_K17000405/2017,ATG84910,Human,Middle_East_respiratory_syndrome_coronavirus,0.108741406,0.410301797,0.301560391
England_1,AFY13307,Human,Middle_East_respiratory_syndrome_coronavirus,0.108851171,0.410406159,0.301554987
MERS_CoV/KOR/Seoul/050_1_2015,ANC28645,Human,Middle_East_respiratory_syndrome_coronavirus,0.109067939,0.410587819,0.301519879
Qatar3,AHC74088,Human,Middle_East_respiratory_syndrome_coronavirus,0.109177659,0.410692158,0.301514499
Florida/USA_2_Saudi_Arabia_2014,AHZ64057,Human,Middle_East_respiratory_syndrome_coronavirus,0.109177659,0.410692158,0.301514499
Hu/Riyadh_KSA_21891/2016,ATG84855,Human,Middle_East_respiratory_syndrome_coronavirus,0.10877193,0.410285917,0.301513987
Hu/Riyadh_KSA_007D1N/2015,AXN73437,Human,Middle_East_respiratory_syndrome_coronavirus,0.109348681,0.410853399,0.301504719
Hu/Aseer_KSA_173RS1288/2017,QBF80466,Human,Middle_East_respiratory_syndrome_coronavirus,0.109348681,0.410853399,0.301504719
Hu/Riyadh_KSA_13127/2016,ANF29261,Human,Middle_East_respiratory_syndrome_coronavirus,0.108536928,0.41004073,0.301503802
Hu/Riyadh_KSA_K17000887/2017,ATG84899,Human,Middle_East_respiratory_syndrome_coronavirus,0.108866442,0.410353982,0.30148754
MERS_CoV/KOR/Seoul/077_2_2015,ANC28667,Human,Middle_East_respiratory_syndrome_coronavirus,0.109333333,0.410817031,0.301483698
Hu/Riyadh_KSA_13984/2016,ATG84701,Human,Middle_East_respiratory_syndrome_coronavirus,0.108927569,0.410410765,0.301483196
Hu/Oman_2285_2013,AKM76229,Human,Middle_East_respiratory_syndrome_coronavirus,0.10931799,0.410780669,0.301462679
Hu/Jeddah_KSA_161RS1146/2016,ANF29228,Human,Middle_East_respiratory_syndrome_coronavirus,0.109083251,0.410535635,0.301452384
Hu/UAE_002_2013,ASU45696,Human,Middle_East_respiratory_syndrome_coronavirus,0.109177659,0.410603647,0.301425987
Hu/Riyadh_KSA_13798/2016,ATG84679,Human,Middle_East_respiratory_syndrome_coronavirus,0.108119478,0.409537291,0.301417813
Hu/Jeddah_KSA_173RS1570/2017,QBF80488,Human,Middle_East_respiratory_syndrome_coronavirus,0.109348681,0.410764873,0.301416192
HCoV_EMC,AVV61900,Human,Middle_East_respiratory_syndrome_coronavirus,0.109768096,0.411181005,0.301412909
UNKNOWN_MK679660,QCC20713,Hedgehog,Hedgehog_coronavirus1,0.105098263,0.402337524,0.297239262
Jeddah_C10306/KSA/2014_04_20,AID55071,Human,Middle_East_respiratory_syndrome_coronavirus,0.109629422,0.411030453,0.301401032
Hu/Riyadh_KSA_14670/2016,ATG84756,Human,Middle_East_respiratory_syndrome_coronavirus,0.109629422,0.411030453,0.301401032
Hu/Riyadh_KSA_10208/2016,ANF29217,Human,Middle_East_respiratory_syndrome_coronavirus,0.109785203,0.411155378,0.301370176
Hu/Qasim_KSA_13922/2016,ATG84690,Human,Middle_East_respiratory_syndrome_coronavirus,0.109785203,0.411155378,0.301370176
Jordan_N3/2012,AHY21469,Human,Middle_East_respiratory_syndrome_coronavirus,0.108973459,0.41034269,0.301369231
Hu/Albaha_KSA_0800H/2018,QBF80611,Human,Middle_East_respiratory_syndrome_coronavirus,0.109364032,0.410712705,0.301348673
13,QDP16206,Human,Middle_East_respiratory_syndrome_coronavirus,0.108958158,0.410306357,0.3013482
MERS_CoV/KOR/Seoul/080_3_2015,ANC28678,Human,Middle_East_respiratory_syndrome_coronavirus,0.109006734,0.410353982,0.301347248
Hu/Jordan_20140010168/2014,ALX27232,Human,Middle_East_respiratory_syndrome_coronavirus,0.109177659,0.410515135,0.301337476
F6,QGA70692,Hedgehog,Erinaceus_hedgehog_coronavirus_HKU31,0.099002849,0.401823654,0.302820805
Hu/Riyadh_KSA_11958/2016,ANF29195,Human,Middle_East_respiratory_syndrome_coronavirus,0.109177659,0.410515135,0.301337476
Hu/Riyadh_KSA_11898/2016,ANF29184,Human,Middle_East_respiratory_syndrome_coronavirus,0.109098568,0.4103949,0.301296332
Jordan_N3/2012,AGH58717,Human,Middle_East_respiratory_syndrome_coronavirus,0.108988764,0.410201913,0.301213149
Hu/Qaseem_KSA_18013897/2018,QBF80576,Human,Middle_East_respiratory_syndrome_coronavirus,0.10920831,0.410410765,0.301202455
PREDICT/PDF_2180,ARJ34226,Bat,Bat_coronavirus,0.109928581,0.401674747,0.291746165
Hu/Riyadh_KSA_18013832/2018,QGW51920,Human,Middle_East_respiratory_syndrome_coronavirus,0.10920831,0.410410765,0.301202455
Hu/Oman_2874_2013,AKM76239,Human,Middle_East_respiratory_syndrome_coronavirus,0.109598653,0.410780669,0.301182016
16,QDP16195,Human,Middle_East_respiratory_syndrome_coronavirus,0.109006734,0.410176991,0.301170257
Hu/UAE_X_2014,ASU45807,Human,Middle_East_respiratory_syndrome_coronavirus,0.109022029,0.41012479,0.301102761
Hu/Riyadh_KSA_7344/2017,AXN92260,Human,Middle_East_respiratory_syndrome_coronavirus,0.109598653,0.410692158,0.301093505
Vs_CoV_1,BBJ36008,Bat,Bat_coronavirus,0.106767549,0.401482397,0.294714847
ErinaceusCoV/2012_174/GER/2012,AGX27799,Hedgehog,Hedgehog_coronavirus1,0.100498221,0.400655505,0.300157285
SZ140324,AWH65899,Bat,Tylonycteris_bat_coronavirus_HKU4,0.116523937,0.399592884,0.283068948
B07f,ABN10857,Bat,Tylonycteris_bat_coronavirus_HKU4,0.116523937,0.399504381,0.282980444
LMH1f,ABN10866,Bat,Tylonycteris_bat_coronavirus_HKU4,0.115978658,0.399362719,0.283384061
B04f,ABN10839,Bat,Tylonycteris_bat_coronavirus_HKU4,0.116631579,0.399256703,0.282625124
GZ131656,QHA24678,Bat,HKU4_related_bat_coronavirus,0.117803614,0.399204596,0.281400982
B05f,ABN10848,Bat,Tylonycteris_bat_coronavirus_HKU4,0.116474881,0.399132897,0.282658016
CZ01,AWH65877,Bat,Tylonycteris_bat_coronavirus_HKU4,0.114257676,0.398443717,0.284186042
Abu_Dhabi/Gayathi_UAE_2_2014,AIY60558,Human,Middle_East_respiratory_syndrome_coronavirus,0.109177659,0.410249602,0.301071942
Hu/Northern_KSA_1847784/2018,QBF80543,Human,Middle_East_respiratory_syndrome_coronavirus,0.109598653,0.410603647,0.301004994
LMH03f,ABN10875,Bat,Pipistrellus_bat_coronavirus_HKU5,0.109401231,0.398092547,0.288691316
Abu_Dhabi_UAE_18_2014,AIY60528,Human,Middle_East_respiratory_syndrome_coronavirus,0.10931799,0.410072579,0.300754589
Hu/Riyadh_KSA_19001796/2019,QEJ82215,Human,Middle_East_respiratory_syndrome_coronavirus,0.109769792,0.410056657,0.300286865
4408,ACJ35486,Human,Betacoronavirus_1,0.09928591,0.392500438,0.293214528
NL63/human/USA/911_56/1991,AGT51345,Human,Human_coronavirus_NL63,0.062403373,0.354198067,0.291794694
NL63/human/USA/8712_17/1987,AGT51338,Human,Human_coronavirus_NL63,0.062403373,0.353932086,0.291528713
BY140568,QHA24687,Bat,HKU5_related_bat_coronavirus,0.1082022,0.397298967,0.289096767
DK/GD/27/2014,AKF17724,Duck,Avian_coronavirus,0.077707006,0.396846847,0.31913984
JPDB144,ANA96039,Bat,Bat_coronavirus,0.111983181,0.396781894,0.284798712
Tottori2/JPN/2014,BAR92898,Swine,Porcine_epidemic_diarrhea_virus,0.095392078,0.39669121,0.301299132
CZ07,AWH65888,Bat,Tylonycteris_bat_coronavirus_HKU4,0.113429492,0.39657153,0.283142038
HKU18_chu3,AFD29217,Magpie_Robin,Magpie_robin_coronavirus_HKU18,0.088001248,0.396494382,0.308493134
USA/OK10240_8/2017,AVI57403,Swine,Porcine_epidemic_diarrhea_virus,0.093053522,0.39628652,0.303232998
TT03f,ABN10884,Bat,Pipistrellus_bat_coronavirus_HKU5,0.10876217,0.395205359,0.286443189
TT06f,ABN10893,Bat,Pipistrellus_bat_coronavirus_HKU5,0.108623088,0.395117222,0.286494134
BJ232,AQT26498,Dog,Betacoronavirus_1,0.094212836,0.395045518,0.300832682
BY140535,AWH65910,Bat,Pipistrellus_bat_coronavirus_HKU5,0.105988858,0.395038842,0.289049984
BY140562,AWH65921,Bat,Pipistrellus_bat_coronavirus_HKU5,0.104976237,0.394843722,0.289867485
YD13403,AWH65932,Bat,Pipistrellus_bat_coronavirus_HKU5,0.106400781,0.394441994,0.288041213
TCG_13,BBM61337,Cattle,Betacoronavirus_1,0.097979937,0.394425454,0.296445517
JL/2008,AUF40275,Swine,Betacoronavirus_1,0.092309828,0.394399579,0.302089751
TCG_17,BBM61417,Cattle,Betacoronavirus_1,0.096849635,0.393899553,0.297049918
VW572,AAY68297,Swine,Betacoronavirus_1,0.092674806,0.393734644,0.301059838
CC14,AVV64341,Swine,Betacoronavirus_1,0.092044981,0.393731894,0.301686912
IWT_20,BBM61097,Cattle,Betacoronavirus_1,0.096703297,0.39362075,0.296917453
IWT_4,BBM60977,Cattle,Betacoronavirus_1,0.096508111,0.39356479,0.297056679
TCG_25,BBM61497,Cattle,Betacoronavirus_1,0.096827359,0.393498642,0.296671283
IWT_3,BBM60967,Cattle,Betacoronavirus_1,0.09679637,0.393423937,0.296627567
IWT_13,BBM61047,Cattle,Betacoronavirus_1,0.096330906,0.393373652,0.297042747
TCG_33,BBM61577,Cattle,Betacoronavirus_1,0.096853963,0.393304706,0.296450743
TCG_9,BBM61427,Cattle,Betacoronavirus_1,0.097664835,0.393270242,0.295605407
TCG_12,BBM61327,Cattle,Betacoronavirus_1,0.096716582,0.393217071,0.296500489
IWT_14,BBM61057,Cattle,Betacoronavirus_1,0.096645587,0.393214098,0.296568511
MHV_A59,NP_045300,Mouse,Murine_coronavirus,0.10763348,0.393162393,0.285528913
MHV/BHKR_lab/USA/icA59_17Cl1/2012,AGT17727,Mouse,Murine_coronavirus,0.107870895,0.393146582,0.285275687
TCG_1,BBM61297,Cattle,Betacoronavirus_1,0.095892293,0.393129437,0.297237144
TCG_7,BBM61387,Cattle,Betacoronavirus_1,0.096853963,0.393129437,0.296275473
IWT_6,BBM60997,Cattle,Betacoronavirus_1,0.095905469,0.393076249,0.29717078
IWT_19,BBM61087,Cattle,Betacoronavirus_1,0.09645507,0.393076249,0.296621179
TCG_32,BBM61567,Cattle,Betacoronavirus_1,0.096441819,0.393041802,0.296599983
TCG_3,BBM61277,Cattle,Betacoronavirus_1,0.096029674,0.393041802,0.297012127
TCG_15,BBM61357,Cattle,Betacoronavirus_1,0.096029674,0.393041802,0.297012127
TCG_16,BBM61367,Cattle,Betacoronavirus_1,0.096867271,0.392988606,0.296121335
TCG_27,BBM61517,Cattle,Betacoronavirus_1,0.096304437,0.392954167,0.29664973
GIF_1,BBM60917,Cattle,Betacoronavirus_1,0.096605744,0.392935402,0.296329658
TCG_26,BBM61507,Cattle,Betacoronavirus_1,0.096180269,0.392900964,0.296720695
TCG_28,BBM61527,Cattle,Betacoronavirus_1,0.096277984,0.392885306,0.296607322
TCG_29,BBM61537,Cattle,Betacoronavirus_1,0.096277984,0.392885306,0.296607322
TCG_31,BBM61557,Cattle,Betacoronavirus_1,0.096277984,0.392885306,0.296607322
TCG_30,BBM61547,Cattle,Betacoronavirus_1,0.096069269,0.392882188,0.296812919
IWT_22,BBM61137,Cattle,Betacoronavirus_1,0.097664835,0.392832107,0.295167271
TCG_2,BBM61287,Cattle,Betacoronavirus_1,0.095467033,0.392832107,0.297365074
TCG_4,BBM61257,Cattle,Betacoronavirus_1,0.09645507,0.392813322,0.296358252
TCG_19,BBM61437,Cattle,Betacoronavirus_1,0.09631767,0.392813322,0.296495652
TCG_14,BBM61347,Cattle,Betacoronavirus_1,0.096415328,0.392797687,0.296382359
IWT_1,BBM60947,Cattle,Betacoronavirus_1,0.095918648,0.392760102,0.296841454
Kakegawa,BAF75631,Cattle,Betacoronavirus_1,0.09540151,0.392747657,0.297346147
TCG_24,BBM61487,Cattle,Betacoronavirus_1,0.096840659,0.392744479,0.29590382
IWT_2,BBM60957,Cattle,Betacoronavirus_1,0.096494845,0.392741299,0.296246454
7_16_23,AVZ61129,Cattle,Betacoronavirus_1,0.096526157,0.392728866,0.296202709
IWT_27,BBM61187,Cattle,Betacoronavirus_1,0.095905469,0.392725679,0.296820211
TCG_10,BBM61307,Cattle,Betacoronavirus_1,0.095905469,0.392725679,0.296820211
IWT_17,BBM61127,Cattle,Betacoronavirus_1,0.097500687,0.392675661,0.295174975
IWT_7,BBM61007,Cattle,Betacoronavirus_1,0.096330906,0.392672452,0.296341546
IWT_10,BBM60937,Cattle,Betacoronavirus_1,0.096016484,0.392656852,0.296640369
